time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,RotationX,RotationY,RotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,en0,pdp_ip0,DeviceOrientation,Activity,Activity Confidence,Activity Start,Steps,Last Step Date,State
2014-09-25 20:24:48.640,40,0.4,0,0,0,0,0,0,0,-1,0.08087158,-0.04785156,-0.9933014,0,0,0,0,0,-1,-0.04303082,-0.008896556,0.07243798,2.947054,0.08211441,0.04358153,-0.02229181,-0.0146366,0.05204283,-0.006962587,0.003192985,-0.02793643,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.662,41,0.41,0,0,0,0,0,0,0,-1,0.08805847,-0.04866028,-1.020615,0,0,0,0,0,-1,-0.01264283,-0.006745521,0.07185874,2.948422,0.0816533,0.04314634,-0.02886088,-0.0132868,0.0668142,-0.0006151062,-0.004718607,0.002439271,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.683,42,0.42,0,0,0,0,0,0,0,-1,0.08889771,-0.04519653,-1.033432,0,0,0,0,0,-1,0.03016403,-0.03857322,0.07414933,2.950563,0.08137631,0.04338517,0.01923869,-0.002802227,0.06908619,0.00498687,-0.001611353,-0.03848782,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.707,43,0.43,0,0,0,0,0,0,0,-1,0.0900116,-0.0531311,-1.030136,0,0,0,0,0,-1,0.03800837,-0.02660205,0.06309375,2.95198,0.08096562,0.0442763,0.04433445,-0.04296131,0.06852553,0.01131938,0.001384634,-0.02949079,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.731,44,0.44,0,0,0,0,0,0,0,-1,0.08595276,-0.05001831,-1.030502,0,0,0,0,0,-1,0.03429699,-0.04599625,0.05188344,2.953261,0.08029505,0.04553707,0.05217941,-0.03098847,0.05746993,0.009885948,-0.007609766,-0.03439132,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.768,45,0.45,0,0,0,0,0,0,0,-1,0.08638,-0.04852295,-1.037827,0,0,0,0,0,-1,0.04085955,-0.07159323,0.0297294,2.954933,0.07822569,0.04814405,0.05865173,-0.08080073,0.03290471,0.009270666,-0.00157242,-0.03369321,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.809,46,0.46,0,0,0,0,0,0,0,-1,0.05888367,-0.05140686,-1.013489,0,0,0,0,0,-1,0.0360845,-0.0352741,0.0245341,2.955603,0.07579678,0.05011507,0.04899814,-0.05056608,0.01782049,-0.005301398,-0.00938466,-0.03879106,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.848,47,0.47,0,0,0,0,0,0,0,-1,0.06852722,-0.04486084,-1.032715,0,0,0,0,0,-1,0.03599955,-0.008571916,0.03812395,2.956509,0.0731017,0.05237475,0.05403539,-0.02393464,0.02779392,-0.01650945,0.001645854,-0.01829003,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.889,48,0.48,0,0,0,0,0,0,0,-1,0.06629944,-0.05168152,-1.008926,0,0,0,0,0,-1,0.03852475,0.005956693,0.04310672,2.957767,0.07197343,0.05394514,0.04009967,-0.0007744754,0.03611579,-0.004393363,0.005197668,-0.02215207,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.911,49,0.49,0,0,0,0,0,0,0,-1,0.07185364,-0.04919434,-1.029968,0,0,0,0,0,-1,0.0411208,0.01803626,0.04312536,2.958519,0.07160927,0.05485684,0.05273842,0.001542657,0.03763089,-0.005949738,0.005665511,-0.02214492,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.933,50,0.5,0,0,0,0,0,0,0,-1,0.0723877,-0.06001282,-1.018906,0,0,0,0,0,-1,0.02470588,0.02301877,0.04274693,2.959261,0.07173362,0.05588966,0.05531225,0.01362885,0.03889239,-0.002224268,0.004285865,-0.03934644,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.957,51,0.51,0,0,0,0,0,0,0,-1,0.07792664,-0.06410217,-1.012695,0,0,0,0,0,-1,0.02857092,0.02053697,0.03786669,2.96003,0.07193836,0.05699116,0.03891844,0.01860387,0.03727111,0.0006280657,-0.003052502,-0.02311145,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.980,52,0.52,0,0,0,0,0,0,0,-1,0.07887268,-0.06193542,-1.027954,0,0,0,0,0,-1,0.04120949,0.02649286,0.04061347,2.960717,0.07234831,0.05809744,0.04282749,0.01612623,0.03243275,0.005763379,-0.006037414,-0.01699408,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
